transaction_amount,transaction_type,old_balance,transaction_frequency,account_age_days,hour,device_change,location_change,is_fraud
120021.14436965119,TRANSFER,144635.846862239,1,1803,10,1,0,0
14972.888842034305,PAYMENT,31012.437676391557,3,1716,1,0,0,0
54312.78992824902,PAYMENT,429039.0361124719,8,1327,7,0,0,0
18677.329082881184,CASH_OUT,156848.8190349513,2,250,7,0,1,0
36705.54479546143,CASH_OUT,97856.7074641326,3,1956,7,0,0,0
39561.18989908988,PAYMENT,258030.91118048853,2,1633,16,1,0,0
10219.429975395287,CASH_IN,455113.5996412237,2,1334,6,0,0,0
174640.3566368113,PAYMENT,21773.288921687672,4,574,2,0,0,1
74612.26885690705,TRANSFER,382902.0440154439,9,592,0,0,0,0
140254.72096457912,CASH_IN,286236.6139693545,3,1844,4,1,0,0
112607.59987670984,TRANSFER,212724.55827590846,5,847,15,0,0,0
45552.72061916375,TRANSFER,372040.22205253004,3,1714,3,0,1,0
127471.76896347025,TRANSFER,482912.2122208162,1,1028,14,0,0,0
4632.7729476557815,TRANSFER,114603.10558134552,2,604,22,0,0,0
10906.734731563372,PAYMENT,71823.6825360598,2,1970,16,0,0,0
2314.0982843415977,TRANSFER,456440.8726113485,5,151,16,0,0,0
19676.604340154343,TRANSFER,334476.5387286518,5,1421,12,0,0,0
24606.51458971093,CASH_OUT,218993.010780983,2,568,23,0,0,0
15828.022160441285,CASH_OUT,286629.78513214155,2,1262,10,0,0,0
88227.8932620467,TRANSFER,372806.95258812205,6,1042,15,0,1,0
22061.349976493508,CASH_OUT,386515.9493528586,2,183,3,0,0,0
16490.14200671246,CASH_OUT,459947.0904094823,6,1328,14,0,0,0
39120.3541603873,PAYMENT,213421.39444781133,3,1278,11,0,0,0
7594.907391031443,PAYMENT,146705.4550096975,2,87,13,0,0,0
81024.17978873657,PAYMENT,319832.13339492097,3,792,12,0,0,0
3873.7934405654505,TRANSFER,207863.94963976517,2,269,8,0,0,0
216707.31697936598,CASH_IN,297299.22697448893,5,1553,14,0,0,0
73974.18881207558,CASH_IN,209992.89922797508,1,1316,15,0,0,0
11076.972025294297,PAYMENT,76497.89333908724,4,1020,9,0,0,0
276.87101879677374,PAYMENT,234713.37582947922,4,1284,4,0,0,0
84494.8388743063,TRANSFER,345458.9109705164,5,428,10,0,0,0
61354.795369352236,CASH_IN,399641.9038338249,4,1119,5,0,0,0
65283.145439399945,CASH_OUT,246663.1383982734,3,479,10,0,0,0
73760.72630217567,CASH_OUT,82618.94510520046,3,1262,1,0,0,0
3846.4632756898177,TRANSFER,207343.8548247158,2,511,18,1,0,0
22194.633620811623,CASH_OUT,393146.9644208491,1,460,22,0,0,0
6157.505230222483,CASH_IN,206429.6353085364,2,75,14,1,0,0
99426.47858291114,TRANSFER,348265.3968021112,5,1910,11,0,0,0
48815.05958561871,TRANSFER,253606.8408390449,4,1768,6,0,0,0
20090.94006256505,PAYMENT,120611.56255469835,2,1609,5,0,1,0
3283.4032902391446,TRANSFER,398075.2540115371,3,678,10,0,0,0
18624.417520517687,CASH_OUT,42106.727035343516,2,1124,3,0,0,0
19665.71065920657,PAYMENT,262445.1413775753,6,1832,13,0,0,0
65393.78919788704,PAYMENT,104445.51712170248,4,1680,9,0,0,0
50744.467946300996,TRANSFER,33532.81427068783,6,597,14,0,0,0
109112.59562007574,PAYMENT,251466.96854162443,3,161,3,0,0,0
31953.30666881549,CASH_OUT,249781.0779674618,0,410,12,0,0,0
6368.619680775095,CASH_OUT,353450.4508378604,2,322,7,0,0,0
62456.31721582997,CASH_OUT,372375.34652595245,5,887,23,0,0,0
71519.63765384321,TRANSFER,363895.7443464484,4,914,7,0,0,0
41194.37474429144,PAYMENT,204779.3664583775,2,1343,12,0,0,0
73694.49833606822,PAYMENT,315844.89361328125,1,1389,10,0,0,0
34040.736575513896,TRANSFER,288472.62132198014,4,1670,4,0,0,0
36983.941938863354,TRANSFER,210780.87805845978,6,1100,17,0,0,0
27890.709695421367,PAYMENT,298606.3470929966,8,59,17,0,1,0
1287.3886995056864,CASH_OUT,473623.9383531313,2,1683,1,0,0,0
5708.371759593292,CASH_OUT,96446.87184068868,1,1099,21,0,0,0
1596.6840646526912,CASH_IN,452886.04789276316,3,877,14,0,0,0
50586.47754637747,PAYMENT,26727.756991599184,2,1635,4,0,0,0
18869.835439754992,CASH_IN,154194.60645083032,4,1598,19,0,0,0
35521.85885670951,TRANSFER,144072.62430576413,2,1103,3,0,0,0
119063.27649229877,PAYMENT,313182.55394045287,6,1836,7,0,0,0
14336.941149164917,CASH_OUT,65612.47588864516,2,817,17,0,0,0
26414.09874413363,CASH_OUT,441173.80591987685,0,1513,20,0,0,0
70437.45737692917,TRANSFER,414275.70423252066,4,924,22,0,0,0
12990.2578458697,TRANSFER,326032.9098426389,3,117,14,0,0,0
4005.2139275088184,CASH_OUT,229206.9158960989,3,1093,11,0,0,0
17107.015194352854,CASH_OUT,466478.0210710392,1,573,6,0,0,0
8790.417925003143,CASH_OUT,415373.27736027795,5,518,15,0,0,0
132747.50429403124,PAYMENT,249657.57404062245,4,126,7,0,0,0
82544.35402422847,TRANSFER,350936.6772271556,2,653,13,0,0,0
50174.70952602655,CASH_OUT,283464.97608984227,4,779,18,0,0,0
102575.98652604065,CASH_OUT,293971.1191941323,4,553,17,0,0,0
81398.44703702781,CASH_OUT,165488.03471873564,2,300,7,0,0,0
10324.773817931953,PAYMENT,231042.3023124484,4,1240,15,1,0,0
111540.67026177805,CASH_OUT,39060.7153948721,3,729,8,0,0,0
38754.995098308595,PAYMENT,178674.34583229624,3,613,0,0,0,0
82367.4145651783,CASH_OUT,347914.25768107595,1,1825,7,0,0,0
113212.13246431157,CASH_OUT,476608.01525309315,4,56,6,0,0,0
19136.535820915924,CASH_IN,481532.05638151016,3,1154,7,0,0,0
5829.608006192541,PAYMENT,277861.43456244585,2,1495,12,0,0,0
12934.337306969068,CASH_OUT,303311.12590479106,3,722,2,0,0,0
27852.884637430718,PAYMENT,92860.59275048375,3,1003,1,0,0,0
85191.48633194725,TRANSFER,347654.0540467654,2,1048,12,0,0,0
98567.24859399167,PAYMENT,35329.39633719312,4,580,3,0,1,0
348.82045908253235,PAYMENT,142342.84289972228,0,1452,22,0,0,0
35743.80796692779,PAYMENT,334181.6736427211,1,304,1,1,0,0
27013.666045933565,CASH_IN,155155.06577174464,4,658,22,0,1,0
12558.366913791224,CASH_OUT,24923.437057227162,2,43,6,1,0,0
6384.019577282341,PAYMENT,415935.2046754819,5,1380,8,0,0,0
20595.428993121623,TRANSFER,155165.00356728153,3,1955,18,0,0,0
143156.0561345575,CASH_OUT,31552.61242933921,6,1983,8,0,0,0
19519.19014407372,CASH_OUT,37394.08225143259,3,757,22,0,0,0
36572.6402880076,CASH_OUT,125879.39939437681,3,1690,10,0,0,0
60704.348844042746,PAYMENT,89007.97361076312,3,822,12,0,0,0
22598.724948348117,TRANSFER,387150.0588900754,2,1478,7,1,1,0
178389.90691458498,TRANSFER,160842.02333351722,3,1654,13,0,0,0
164100.4932270699,CASH_OUT,402347.89251991623,1,1871,18,0,0,0
14503.064749610265,TRANSFER,86922.9989115764,5,140,4,0,0,0
34382.963923192365,CASH_IN,246439.5897720419,2,1644,15,0,0,0
17896.523003952338,TRANSFER,344018.5667765644,0,1735,6,0,0,0
16762.483819054087,PAYMENT,325995.42693292745,9,352,23,1,0,0
1879.2238882761267,PAYMENT,300564.7049651344,3,897,13,0,0,0
47024.60354912966,PAYMENT,462410.8009655849,5,1503,21,0,1,0
34925.98164148192,TRANSFER,114262.57385337219,1,1587,21,0,0,0
2642.554369019624,CASH_IN,246859.60223105268,4,1721,4,0,0,0
16331.296050518467,TRANSFER,441996.2750362044,4,1917,19,0,0,0
119443.04755446702,CASH_IN,38946.88279757852,3,900,15,0,0,0
13693.027607103853,CASH_OUT,27944.13412653762,4,246,6,0,0,0
7826.543049273488,CASH_OUT,116651.1437791457,2,542,20,0,0,0
33613.60547368181,CASH_OUT,316510.6097690092,3,1993,15,0,0,0
212201.84913076297,PAYMENT,129939.81322490344,5,436,23,0,0,0
13857.24067798631,TRANSFER,95119.94190439949,2,1826,11,0,0,0
55757.75051486467,CASH_OUT,229401.15767914604,3,1677,15,0,0,0
71694.38131197315,CASH_OUT,306799.03438470577,2,640,16,0,0,0
13566.65861679029,CASH_IN,124278.8535083702,4,1128,7,0,0,0
65137.44642461581,PAYMENT,150345.59336187103,1,1708,11,0,0,0
22926.1399632152,TRANSFER,306779.65240575693,1,482,4,0,0,0
50025.187386588565,PAYMENT,472869.21099472634,3,771,3,0,1,0
50191.89135688191,TRANSFER,337370.86371904414,2,929,21,0,0,0
38369.26249761744,TRANSFER,391452.07179227995,3,969,22,0,0,0
4731.457940581048,CASH_IN,183405.0473777344,5,615,18,0,0,0
90182.23971231485,CASH_OUT,136127.17969223304,2,998,11,0,1,0
19340.51468336983,TRANSFER,227133.87160131126,1,1086,3,0,1,0
10321.605330377826,TRANSFER,403566.41435583687,4,1241,6,1,0,0
2081.48798971726,TRANSFER,228149.82089527792,3,1671,6,0,0,0
44688.92022972917,TRANSFER,423362.7043949305,6,1611,18,0,0,0
56592.58671336744,TRANSFER,494385.9903475635,3,1047,2,0,0,0
836.347377923531,CASH_OUT,36013.332865168166,4,824,23,0,0,0
35881.52922747442,TRANSFER,22705.078041851844,1,1928,23,0,0,0
12841.207352747882,CASH_OUT,74794.85145668092,6,57,18,0,0,0
51806.2170773846,CASH_OUT,192184.8378671731,4,459,22,0,0,0
9580.211126956689,CASH_OUT,65521.104572716205,4,136,18,0,0,0
58710.626378385954,PAYMENT,435332.238809378,4,1087,12,1,1,0
24447.93504905509,TRANSFER,11573.1255135319,4,1466,13,0,0,0
138017.19089021537,PAYMENT,157896.35816791127,1,637,17,0,0,0
7397.220671963947,PAYMENT,92347.31474710268,2,156,6,1,0,0
20856.621699758587,PAYMENT,465769.6650787662,5,1622,12,0,0,0
6022.214251849821,TRANSFER,334740.50244501396,2,665,23,0,0,0
129309.51985753619,TRANSFER,456015.12822568725,5,1203,13,1,0,0
104916.6853580497,TRANSFER,486164.3551551967,2,792,16,0,0,0
14916.368503074445,PAYMENT,248549.1218386846,0,940,14,0,0,0
53938.136952195724,TRANSFER,117159.55402401312,3,568,8,0,0,0
84974.20363196106,PAYMENT,96864.39309829465,4,743,1,0,0,0
40506.6180343254,CASH_IN,111459.43084292026,1,152,2,0,0,0
37713.970509697305,CASH_OUT,354296.65381100145,1,118,7,1,0,0
13843.852271895157,CASH_OUT,20222.864061500368,4,601,17,1,0,0
4886.3070237470365,PAYMENT,25680.53651635743,3,1384,22,0,0,0
113756.16125972614,TRANSFER,304071.471191575,3,101,10,0,0,0
115338.72138242134,CASH_OUT,321028.57336870325,3,1970,23,0,0,0
50133.495974144236,CASH_IN,332631.46216123004,2,485,9,0,0,0
20702.325490566196,CASH_OUT,185940.2522942956,2,322,20,0,0,0
21478.380790582196,CASH_IN,402972.4443570766,3,1973,10,0,0,0
64723.2714863559,PAYMENT,266812.2938633088,2,651,2,1,0,1
113704.86745536262,PAYMENT,52732.81500470972,4,1179,11,0,0,0
109056.62846983067,CASH_OUT,398549.6535336726,2,589,8,1,0,0
75678.10959654517,CASH_OUT,476533.8931352291,3,1972,11,0,0,0
51365.53467838525,TRANSFER,30018.15650117934,1,1305,13,0,0,0
4394.586309804203,CASH_OUT,195675.66935028997,4,1042,12,0,1,0
8814.710734170574,TRANSFER,243758.0224173738,2,501,7,0,0,0
114411.52500887528,TRANSFER,73235.38003915847,4,298,2,0,0,0
46624.69734827948,CASH_OUT,433854.47389143857,3,1939,23,0,0,0
461.9802805497205,CASH_OUT,142074.822445022,4,1284,18,0,0,0
5349.8450717974665,PAYMENT,391504.26996908005,5,344,5,0,0,0
54458.11936451205,CASH_OUT,335497.241014158,5,930,15,0,0,0
253.72185258985013,CASH_OUT,299022.9112335117,3,556,13,0,0,0
8765.790805209952,PAYMENT,96071.4243482772,2,1589,0,0,0,0
39784.89230694658,CASH_IN,110351.76027545285,2,872,19,0,0,0
58865.76433274063,TRANSFER,23674.202373284657,1,981,7,0,0,0
52772.07410676243,CASH_OUT,120356.21489113319,3,1006,5,0,0,0
12697.493365401224,TRANSFER,172721.80473025705,3,805,4,0,0,0
62270.86444492694,CASH_IN,416572.6519312127,1,1671,21,0,1,0
13541.187952640295,PAYMENT,183196.33335740265,0,1525,6,0,0,0
19681.745445904224,PAYMENT,377310.8913828032,2,1684,0,0,1,1
68617.87758328953,TRANSFER,219721.14064774377,1,1923,12,0,0,0
52438.6907151384,TRANSFER,392434.1559969442,5,1016,15,0,0,0
94597.80387317005,CASH_OUT,488135.80021851993,4,1223,18,1,0,0
53590.66440848812,PAYMENT,119920.77902879006,3,1168,11,1,1,1
42002.21527936287,PAYMENT,431170.8059819381,6,676,13,0,0,0
4917.853072420524,CASH_IN,310912.0431528873,5,1048,14,0,0,0
22920.815360351,CASH_OUT,408647.1307943274,3,401,11,1,0,0
15408.007392941558,CASH_OUT,325792.9511339026,6,181,16,0,0,0
13985.010183121063,TRANSFER,211974.75363707507,4,1336,8,0,0,0
180615.4703081463,PAYMENT,114037.46972089518,1,1538,3,0,0,1
24969.37485200119,PAYMENT,35017.61266558251,5,668,17,0,0,0
111302.76056242613,CASH_OUT,267759.1822303585,8,394,11,1,0,0
49866.719286824155,CASH_OUT,495163.0472634328,2,544,10,0,0,0
79191.26263442,TRANSFER,369020.9025071031,2,589,20,0,0,0
34921.76621943852,TRANSFER,163672.7706995083,4,1795,1,0,0,0
43007.79513207925,CASH_IN,413602.40004336764,4,1971,22,0,0,0
33914.67166708467,TRANSFER,384492.0000882033,1,965,19,0,1,0
10860.744766261925,PAYMENT,140817.8966767284,0,1357,20,0,0,0
64088.09015329019,TRANSFER,7153.744897117343,3,206,13,0,0,0
16478.868418313148,PAYMENT,59081.319266974795,2,1338,11,0,0,0
1230.8240540344307,TRANSFER,438653.0951560288,6,743,1,0,0,0
51848.439314763695,PAYMENT,418281.51765243587,2,46,10,0,1,0
9746.678511241134,CASH_OUT,147604.50043918123,2,1799,4,0,1,0
141054.15736366514,TRANSFER,142597.7131422102,3,548,13,0,0,0
153878.12063940117,CASH_OUT,396432.49355123553,4,200,14,1,0,1
123175.49423169208,TRANSFER,468868.73494771105,4,1344,19,0,0,0
23114.369824868336,TRANSFER,389568.6283988,1,1733,2,0,0,0
778.8657685972191,CASH_OUT,302789.33851538075,2,1760,16,0,1,0
131776.17286659448,CASH_IN,121335.67516590227,8,1258,5,0,1,0
27946.913852653066,CASH_OUT,262873.95704763033,3,163,6,0,0,0
170042.1008061028,PAYMENT,116755.92929663231,3,1518,12,1,0,1
165686.77380651026,CASH_IN,404005.7100483868,3,1823,0,0,0,1
95869.35085897095,CASH_OUT,193480.53975886863,2,580,12,0,0,0
17438.803408608015,PAYMENT,416848.6084970131,2,921,5,0,0,0
24314.59660493468,CASH_OUT,190804.60899136265,2,1667,16,0,1,0
95236.33262390399,CASH_OUT,412074.70259994565,1,574,5,0,0,0
19057.311571535854,TRANSFER,166658.90758262097,5,1415,3,0,0,0
9285.93081478774,CASH_IN,220066.35230883493,6,180,5,0,0,0
40686.84960301139,CASH_OUT,307744.2096713288,3,1937,0,0,0,0
137564.6735403521,TRANSFER,35143.80701495934,6,62,0,0,0,0
59541.27988789686,TRANSFER,474103.5309077322,2,1142,18,0,1,0
42205.61682178278,CASH_IN,286802.8930619016,3,1643,21,0,0,0
5111.4098674661445,CASH_OUT,253910.00734540116,2,1536,18,0,0,0
47726.53577588589,PAYMENT,419696.98555995605,3,571,12,0,1,0
230528.48739231587,PAYMENT,432881.3649484138,5,806,6,0,0,1
7546.029332113208,PAYMENT,261130.202264508,3,1915,10,0,0,0
36524.76624907518,CASH_IN,463631.16289681866,3,1179,19,0,0,0
104930.43189503973,PAYMENT,32368.883038240314,3,1124,11,0,0,0
67501.7124176835,CASH_OUT,56612.89612560877,5,91,8,0,0,0
59703.72126508365,TRANSFER,298394.11500722007,4,1765,12,0,0,0
60614.3778112245,TRANSFER,177032.93089679183,3,1380,6,1,0,0
22274.617115747456,TRANSFER,232112.58309459942,1,775,19,1,0,0
17378.10421335476,TRANSFER,164039.60894858328,4,760,4,0,0,0
82868.72536298561,TRANSFER,202362.6557224678,1,1206,15,1,0,0
83066.40995435145,TRANSFER,411323.1735731497,7,1228,19,1,0,0
100897.50236839574,CASH_IN,296738.09992715233,5,1360,17,0,0,0
122230.79809183182,CASH_OUT,498672.2746417491,4,1013,11,0,0,0
35804.661846645184,CASH_IN,393439.5989104815,7,1849,23,0,0,0
34809.218877559964,TRANSFER,136833.12705091332,4,383,21,0,0,0
80047.49661542437,PAYMENT,132172.55886334812,7,1425,0,0,0,0
52485.95374439001,PAYMENT,167949.13505850357,4,1255,7,0,0,0
60527.532425575846,TRANSFER,421629.7403238714,3,666,3,0,0,0
79430.97374771025,TRANSFER,13643.8253252828,1,961,16,0,0,0
110366.17381733835,TRANSFER,115090.63943562887,3,1004,2,0,0,0
20624.12035688271,TRANSFER,452459.21017213346,1,1754,21,0,0,0
23546.839436377817,CASH_IN,319948.218041626,4,1411,17,0,0,0
4934.801959368028,PAYMENT,113423.5477505282,3,1888,7,0,0,0
43170.70133047173,CASH_OUT,109572.48411629017,3,1769,20,0,0,0
1830.20521054285,CASH_OUT,431309.05087971524,3,1982,20,1,0,0
31330.34740910548,TRANSFER,446878.75413852325,2,1243,0,0,0,0
39114.7292843563,CASH_OUT,128065.54548105763,4,695,8,0,0,0
16881.533015726123,PAYMENT,210255.17903826613,6,989,1,0,0,0
44681.62650730876,CASH_OUT,417297.86931415857,1,533,9,0,0,0
1548.7531050737273,TRANSFER,385503.7193049427,6,1798,13,0,0,0
1903.1749641394692,CASH_OUT,406958.0532830422,7,1286,0,1,0,0
86467.5684769068,TRANSFER,259199.0953939844,2,1315,9,0,0,0
22329.251210387236,PAYMENT,455774.5241525866,3,1120,7,0,0,0
6794.4520648714,TRANSFER,162975.77197721764,1,1272,2,0,0,0
36932.679413950784,CASH_IN,78336.06717375902,2,1030,12,0,0,0
73482.39702228676,CASH_IN,354366.1662824324,2,1835,2,0,0,0
12155.900171495168,TRANSFER,269677.2080034482,3,1678,6,0,0,0
48760.98093282464,CASH_OUT,427292.88440474053,3,974,22,0,0,0
4460.551449494865,PAYMENT,40579.62456235747,4,847,22,0,0,0
2653.25479551547,CASH_IN,421846.2017190334,0,104,10,0,0,0
37895.447031276046,PAYMENT,146647.3266044111,2,1809,13,0,0,0
38895.52213473711,CASH_OUT,327427.8335840915,3,1296,6,0,0,0
50726.8724102308,CASH_IN,20064.394539127894,4,1710,18,1,0,0
64748.028145834214,CASH_OUT,304790.6481518003,1,724,14,0,0,0
186177.85043499965,PAYMENT,358635.844593668,1,217,7,0,0,1
36314.55596151781,CASH_IN,184375.10725281015,3,203,0,0,0,0
19500.98570529894,CASH_OUT,107705.35263107011,3,988,2,0,0,0
79282.69898663432,CASH_IN,268815.3383017725,3,461,7,0,0,0
15792.573271806865,TRANSFER,416595.40221782326,4,1115,12,0,1,0
28899.171563665066,CASH_IN,161773.6791483254,2,1809,17,0,0,0
4085.258429183495,CASH_OUT,126234.64876063977,4,1197,6,0,0,0
1283.880477073719,CASH_IN,139467.65431884382,5,409,19,0,0,0
164368.9961634301,CASH_OUT,474566.0764583322,5,264,5,0,1,1
90388.38210575313,PAYMENT,179638.45788227982,5,1502,7,0,0,0
59532.13663996708,TRANSFER,1802.1199441435876,1,845,3,0,0,0
26292.982223257095,TRANSFER,390840.60397980985,1,595,22,1,0,0
9515.326807105437,CASH_OUT,349637.39766769507,1,475,13,0,0,0
8506.037078642707,PAYMENT,64284.132301484446,5,1443,18,0,0,0
14400.29945632918,CASH_OUT,492452.12456745625,5,190,8,0,0,0
39839.53241566573,TRANSFER,304031.1426525556,5,228,12,0,0,0
62692.46438883879,CASH_OUT,250389.74547030075,1,1381,11,0,0,0
53969.517484839926,CASH_IN,191109.63381144553,2,658,1,0,1,0
16420.613069449795,CASH_OUT,449336.37778181897,3,967,5,0,0,0
154905.17492781533,CASH_OUT,121981.74070928164,3,1176,20,0,1,1
66950.87024376132,CASH_OUT,142884.45010995094,3,1595,19,0,0,0
40411.524096566565,TRANSFER,61205.40334328345,3,548,17,1,0,0
47301.523601871755,CASH_OUT,379559.54779213003,1,965,8,0,1,0
27201.89327660257,TRANSFER,297774.64020292665,2,346,14,0,0,0
14233.064613703174,CASH_IN,304533.08462724916,1,1546,20,0,0,0
22000.70646615562,PAYMENT,109235.2155097318,3,171,0,1,0,1
70909.09238783566,TRANSFER,325584.1945635419,6,1242,20,0,0,0
724.9039860402138,CASH_OUT,382729.223623432,4,349,6,0,0,0
6169.019611998802,PAYMENT,178944.26536284463,5,596,2,1,0,0
2354.718847626026,CASH_OUT,400673.5719808561,3,864,22,0,0,0
2079.0725958646212,PAYMENT,174395.29426601046,1,1143,21,0,0,0
96710.15168078293,CASH_OUT,379069.23075464385,2,1481,6,0,0,0
60812.030585034416,TRANSFER,16865.053728859493,5,855,12,0,0,0
32139.22972064462,TRANSFER,275582.3007368263,7,1215,8,0,0,0
5147.845922390663,CASH_IN,484763.2803199433,5,1565,1,1,0,0
33825.89828986166,CASH_OUT,490622.30034119537,3,635,11,0,0,0
32072.51660471856,TRANSFER,140876.2891708703,4,1308,1,1,0,0
9509.73564001125,CASH_OUT,220699.54554017773,2,1531,12,0,0,0
28444.95656511619,PAYMENT,31488.953993316525,3,1494,0,0,0,0
25416.830729160345,CASH_IN,436670.6538022999,4,698,17,0,0,0
47836.12164565673,TRANSFER,284286.0765701071,1,1218,2,0,0,0
50405.7268020456,TRANSFER,192550.3394702585,4,1801,6,0,0,0
2318.1162010267367,CASH_IN,56385.27924457654,4,374,2,1,1,1
23469.200232753075,TRANSFER,473383.6427484446,1,97,14,0,0,0
49156.24973913642,TRANSFER,265109.52391049685,0,1883,11,0,0,0
34971.972630389486,TRANSFER,141463.96454145195,2,280,10,0,0,0
97067.47265877193,PAYMENT,175107.56506575475,3,1054,12,0,0,0
53748.73820274989,CASH_OUT,135348.59046107385,4,1765,23,0,0,0
8892.643438365367,PAYMENT,300904.9044284903,3,1682,2,0,1,0
3659.1218128120418,TRANSFER,464981.787890255,3,1489,17,0,0,0
51419.70735544455,CASH_OUT,428346.9016632822,2,1622,14,1,0,0
1343.4536333697215,PAYMENT,230190.43771298876,3,1878,9,0,0,0
44067.36889036453,TRANSFER,413249.6811505039,4,351,19,0,0,0
140862.7727693576,CASH_OUT,211552.74063816492,6,878,3,0,0,0
42839.12227887722,PAYMENT,126153.57037931902,3,1030,4,0,0,0
24565.034611195362,CASH_IN,491707.55763321393,5,1370,11,0,0,0
51541.35789224909,CASH_IN,151943.7839854109,3,1048,20,0,0,0
30647.798702554563,CASH_IN,161862.11549345418,3,1873,18,0,0,0
39440.71802881601,CASH_IN,494846.4338932611,2,1416,15,0,0,0
141906.35731164995,CASH_OUT,66963.74658282744,3,1614,16,0,0,0
24396.376367509358,TRANSFER,380266.99400484754,2,564,7,0,0,0
162454.5930753377,PAYMENT,467906.37924136326,2,754,1,0,0,1
117878.80918849596,TRANSFER,255897.49713770932,5,762,15,0,0,0
10894.8130470225,PAYMENT,1260.8808514100178,4,354,14,0,0,0
3594.207765157851,PAYMENT,187529.47205655312,0,1917,10,0,0,0
5311.26677408151,TRANSFER,55784.49619241355,2,1053,4,0,0,0
919.4943923616852,CASH_IN,208093.83046684787,4,178,1,1,0,0
4960.250582787707,TRANSFER,395013.38082114235,5,1751,21,1,0,0
57443.743628858356,TRANSFER,219355.77444190026,2,1318,6,0,0,0
3692.481347321351,CASH_IN,215962.56067296126,2,228,6,0,0,0
19207.859414743423,TRANSFER,278394.7384594233,4,1135,0,0,0,0
93176.30200486386,CASH_OUT,290845.2923738401,3,108,16,0,0,0
1177.3501590355754,TRANSFER,428148.1543994857,4,758,23,0,0,0
84226.52530929793,PAYMENT,154177.71961447573,2,205,15,0,0,0
16554.173341981474,PAYMENT,410835.63218400796,4,365,16,0,0,0
6287.505991455382,PAYMENT,282966.87434602366,2,753,10,0,0,0
59657.77042199567,PAYMENT,150264.77485857348,0,522,13,0,0,0
49569.958821661014,CASH_OUT,147563.02200303855,3,66,12,0,0,0
104970.79070434734,CASH_IN,180568.75855286224,3,144,2,0,0,0
66414.67893822002,CASH_IN,311346.62130998774,5,1058,19,0,0,0
81349.79029969891,CASH_OUT,115405.86567997457,6,958,7,0,0,0
16566.69311533693,CASH_OUT,460166.7808361337,2,478,11,0,0,0
